season,team,conference,total_wins,total_losses,sp_rating,sp_rank,talent_top40,talent_top40_rank,bcr,bcr_rank,bluechips,bluechips_rank,roster_n,proven_vets,proven_vets_rank,returning_prod,returning_prod_rank,dev_total,dev_total_rank,achievement,achievement_rank,ach_offense,ach_defense,stale_2026_roster
2021,Arizona,Big 12,1.0,11.0,-12.6,112.0,34.35810000000001,74.0,0.0268,88.0,3,83.0,112,41.0,25.0,0.4792,108.0,634.741422234978,49.0,-12.29,110.0,-8.34,-4.6,False
2021,East Carolina,American Athletic,7.0,5.0,0.5,78.0,34.2805,75.0,0.0444,67.0,6,63.0,135,41.0,25.0,1.0,9.0,,,1.15,65.0,0.02,-0.45,False
2021,Louisiana Tech,Sun Belt,3.0,9.0,-11.6,108.0,34.1945,76.0,0.0204,96.0,2,96.0,98,36.0,55.0,0.6984,76.0,,,-10.57,105.0,-3.6,-6.38,False
2021,Toledo,Mid-American,7.0,6.0,6.9,56.0,34.1883,77.0,0.0,123.0,0,123.0,108,40.0,32.0,0.7095,72.0,,,7.95,31.0,1.82,7.33,False
2021,North Texas,American Athletic,6.0,7.0,-6.5,94.0,34.185900000000004,78.0,0.0381,73.0,4,71.0,105,43.0,13.0,0.5111,101.0,,,-5.44,97.0,-4.08,-0.46,False
2021,Georgia Southern,Sun Belt,3.0,9.0,-15.3,117.0,34.1841,79.0,0.0238,93.0,3,83.0,126,42.0,18.0,0.7321,67.0,,,-14.23,116.0,-8.77,-5.96,False
2021,Louisiana,Sun Belt,13.0,1.0,8.7,47.0,34.1248,80.0,0.0227,95.0,3,83.0,132,49.0,3.0,0.7068,73.0,,,10.03,22.0,3.25,6.96,False
2021,UNLV,Mountain West,2.0,10.0,-13.8,115.0,34.1233,81.0,0.0442,68.0,5,65.0,113,31.0,97.0,0.6619,79.0,,,-12.46,111.0,-7.14,-4.84,False
2021,Fresno State,Pac-12,10.0,3.0,10.8,32.0,34.098200000000006,82.0,0.0505,64.0,5,65.0,99,38.0,39.0,0.7913,55.0,736.3796761165441,16.0,12.25,10.0,7.71,4.01,False
2021,Marshall,Sun Belt,7.0,6.0,8.0,51.0,34.088899999999995,83.0,0.0388,72.0,4,71.0,103,34.0,77.0,0.6987,75.0,,,9.49,24.0,5.83,4.73,False
2021,UTSA,American Athletic,12.0,2.0,6.5,58.0,34.066,84.0,0.0339,79.0,4,71.0,118,48.0,4.0,0.9503,16.0,,,8.09,30.0,6.08,0.47,False
2021,Western Kentucky,Conference USA,9.0,5.0,13.3,24.0,34.041,85.0,0.0381,73.0,4,71.0,105,40.0,32.0,0.4859,106.0,,,15.0,4.0,13.63,-0.48,False
2021,Middle Tennessee,Conference USA,7.0,6.0,-4.0,90.0,34.012699999999995,86.0,0.0463,66.0,5,65.0,108,36.0,55.0,0.576,94.0,,,-2.18,82.0,-2.81,1.28,False
2021,App State,Sun Belt,10.0,4.0,10.3,35.0,34.0099,87.0,0.0364,77.0,4,71.0,110,48.0,4.0,0.6664,78.0,,,12.13,12.0,5.19,4.88,False
2021,Tulane,American Athletic,2.0,10.0,-3.9,89.0,33.9696,88.0,0.008,121.0,1,110.0,125,36.0,55.0,0.8855,30.0,,,-1.89,80.0,1.18,-1.94,False
2021,Florida International,Conference USA,1.0,11.0,-21.6,125.0,33.947599999999994,89.0,0.0275,86.0,3,83.0,109,32.0,93.0,2.8146,1.0,,,-19.5,126.0,-6.77,-11.7,False
2021,Tulsa,American Athletic,7.0,6.0,5.8,61.0,33.944,90.0,0.03,82.0,3,83.0,100,43.0,13.0,0.5665,96.0,,,7.92,32.0,2.03,4.51,False
2021,Temple,American Athletic,3.0,9.0,-19.1,121.0,33.9202,91.0,0.0367,76.0,4,71.0,109,36.0,55.0,0.4522,111.0,,,-16.88,122.0,-9.12,-5.54,False
2021,BYU,Big 12,10.0,3.0,8.9,44.0,33.832300000000004,92.0,0.024,91.0,3,83.0,125,42.0,18.0,0.4825,107.0,723.6457158576892,20.0,11.51,15.0,10.77,0.83,False
2021,Georgia State,Sun Belt,8.0,5.0,1.8,71.0,33.827600000000004,93.0,0.0183,99.0,2,96.0,109,44.0,11.0,1.0005,8.0,,,4.43,52.0,1.08,2.04,False
2021,Arkansas State,Sun Belt,2.0,10.0,-17.9,119.0,33.8086,94.0,0.0085,117.0,1,110.0,117,38.0,39.0,0.7396,65.0,,,-15.19,118.0,-5.38,-11.23,False
2021,San Diego State,Pac-12,12.0,2.0,8.3,50.0,33.792,95.0,0.0204,96.0,2,96.0,98,30.0,105.0,0.8679,33.0,710.8270319270134,28.0,11.08,19.0,-2.64,11.71,False
2021,Coastal Carolina,Sun Belt,11.0,2.0,13.2,25.0,33.790600000000005,96.0,0.0156,107.0,2,96.0,128,37.0,46.0,0.8415,44.0,,,15.99,3.0,13.16,2.71,False
2021,UAB,American Athletic,9.0,4.0,9.1,43.0,33.7761,97.0,0.0299,83.0,4,71.0,134,42.0,18.0,0.6426,84.0,,,11.95,13.0,5.79,7.14,False
2021,Charlotte,American Athletic,5.0,7.0,-13.7,114.0,33.676,98.0,0.0141,109.0,2,96.0,142,45.0,9.0,0.8527,40.0,,,-10.41,104.0,1.5,-12.17,False
2021,Utah State,Pac-12,11.0,3.0,0.1,80.0,33.6733,99.0,0.0095,113.0,1,110.0,105,35.0,72.0,1.0157,7.0,758.3313897909113,12.0,3.4,58.0,2.31,1.14,False
2021,San José State,Mountain West,5.0,7.0,-1.9,85.0,33.6102,100.0,0.036,78.0,4,71.0,111,36.0,55.0,0.7422,64.0,,,1.68,60.0,-3.36,3.96,False
2021,Bowling Green,Mid-American,4.0,8.0,-12.4,111.0,33.609700000000004,101.0,0.037,75.0,4,71.0,108,25.0,120.0,0.3299,121.0,,,-8.82,101.0,-8.86,-0.64,False
2021,Eastern Michigan,Mid-American,7.0,6.0,-7.8,100.0,33.5912,102.0,0.0161,106.0,2,96.0,124,36.0,55.0,0.8958,28.0,,,-4.14,90.0,1.28,-8.0,False
2021,Colorado State,Pac-12,3.0,9.0,-2.4,87.0,33.591,103.0,0.0194,98.0,2,96.0,103,38.0,39.0,0.5977,93.0,719.8367627243206,23.0,1.26,64.0,-2.62,3.3,False
2021,Western Michigan,Mid-American,8.0,5.0,0.6,76.0,33.5384,104.0,0.0,123.0,0,123.0,97,41.0,25.0,0.8237,49.0,,,4.49,51.0,7.29,0.3,False
2021,Southern Miss,Sun Belt,3.0,9.0,-14.2,116.0,33.511900000000004,105.0,0.0171,103.0,2,96.0,117,32.0,93.0,0.491,105.0,,,-10.19,103.0,-10.75,0.75,False
2021,UConn,FBS Independents,1.0,11.0,-25.6,129.0,33.4648,106.0,0.0183,99.0,2,96.0,109,22.0,126.0,,,,,-21.39,128.0,-12.95,-7.35,False
2021,Miami (OH),Mid-American,7.0,6.0,1.5,73.0,33.4045,107.0,0.0,123.0,0,123.0,113,30.0,105.0,0.9314,18.0,,,5.97,44.0,3.77,2.76,False
2021,Liberty,Conference USA,8.0,5.0,8.4,49.0,33.39190000000001,108.0,0.0164,104.0,2,96.0,122,37.0,46.0,0.8659,34.0,,,12.93,9.0,6.6,6.49,False
2021,Old Dominion,Sun Belt,6.0,7.0,-7.4,99.0,33.3895,109.0,0.0286,84.0,3,83.0,105,31.0,97.0,,,,,-2.86,85.0,-4.29,1.59,False
2021,Northern Illinois,Mountain West,9.0,5.0,-7.1,97.0,33.38549999999999,110.0,0.0078,122.0,1,110.0,128,31.0,97.0,0.5357,99.0,,,-2.54,84.0,3.91,-6.5,False
2021,Kent State,Mid-American,7.0,7.0,-6.4,93.0,33.3428,111.0,0.0273,87.0,3,83.0,110,36.0,55.0,0.903,25.0,,,-1.66,76.0,6.9,-7.22,False
2021,Rice,American Athletic,4.0,8.0,-22.9,126.0,33.3416,112.0,0.0081,120.0,1,110.0,124,37.0,46.0,0.2179,126.0,,,-18.15,123.0,-7.19,-8.61,False
2021,Akron,Mid-American,2.0,10.0,-23.1,127.0,33.337900000000005,113.0,0.0442,68.0,5,65.0,113,31.0,97.0,0.6225,89.0,,,-18.33,124.0,-5.09,-12.01,False
2021,Wyoming,Mountain West,7.0,6.0,0.6,76.0,33.31609999999999,114.0,0.0089,115.0,1,110.0,112,26.0,119.0,0.8698,32.0,,,5.46,48.0,0.66,6.24,False
2021,South Alabama,Sun Belt,5.0,7.0,-7.2,98.0,33.262,115.0,0.0336,80.0,4,71.0,119,40.0,32.0,0.7761,58.0,,,-2.1,81.0,-3.83,1.84,False
2021,Central Michigan,Mid-American,9.0,4.0,-1.0,84.0,33.25880000000001,116.0,0.0179,101.0,2,96.0,112,38.0,39.0,0.9032,24.0,,,4.11,55.0,3.28,0.55,False
2021,Nevada,Mountain West,8.0,5.0,3.6,67.0,33.2273,117.0,0.0,123.0,0,123.0,101,33.0,85.0,0.983,11.0,,,8.85,28.0,5.15,3.01,False
2021,New Mexico,Mountain West,3.0,9.0,-18.6,120.0,33.176,118.0,0.0091,114.0,1,110.0,110,30.0,105.0,0.9283,20.0,,,-13.13,113.0,-13.44,0.21,False
2021,Hawai'i,Mountain West,6.0,7.0,-2.3,86.0,33.011399999999995,119.0,0.0174,102.0,2,96.0,115,33.0,85.0,0.9836,10.0,,,3.89,56.0,2.4,0.23,False
2021,Massachusetts,Mid-American,1.0,11.0,-29.3,130.0,33.0071,120.0,0.0111,110.0,1,110.0,90,19.0,128.0,-2.6478,128.0,,,-23.09,130.0,-8.59,-13.56,False
2021,Buffalo,Mid-American,4.0,8.0,-9.5,103.0,33.00470000000001,121.0,0.0,123.0,0,123.0,121,35.0,72.0,0.4063,115.0,,,-3.28,87.0,-0.08,-2.75,False
2021,Ball State,Mid-American,6.0,7.0,-11.2,107.0,32.9553,122.0,0.0096,112.0,1,110.0,104,38.0,39.0,0.7988,54.0,,,-4.76,92.0,-2.98,-3.26,False
2021,Ohio,Mid-American,3.0,9.0,-11.6,108.0,32.892500000000005,123.0,0.0,123.0,0,123.0,99,37.0,46.0,0.9637,15.0,,,-4.89,93.0,0.66,-4.64,False
2021,Texas State,Pac-12,4.0,8.0,-16.0,118.0,32.871,124.0,0.0,123.0,0,123.0,94,36.0,55.0,0.8207,50.0,653.9044325080484,45.0,-9.2,102.0,-3.7,-6.29,False
2021,UL Monroe,Sun Belt,4.0,8.0,-20.3,124.0,32.7113,125.0,0.0085,117.0,1,110.0,117,33.0,85.0,0.8938,29.0,,,-12.8,112.0,-8.46,-4.18,False
2021,Navy,American Athletic,4.0,8.0,-8.5,102.0,32.5054,126.0,0.0085,117.0,1,110.0,118,23.0,125.0,0.3005,122.0,,,-0.1,70.0,-3.63,3.62,False
2021,New Mexico State,Conference USA,2.0,10.0,-24.2,128.0,32.373799999999996,127.0,0.0101,111.0,1,110.0,99,12.0,129.0,1.8038,2.0,,,-15.22,119.0,-2.75,-12.12,False
2021,Army,American Athletic,9.0,4.0,4.7,63.0,32.329299999999996,128.0,0.0088,116.0,1,110.0,113,28.0,116.0,0.8561,37.0,,,13.87,7.0,5.54,8.17,False
2021,UTEP,Mountain West,7.0,6.0,-4.2,91.0,32.326699999999995,129.0,0.0163,105.0,2,96.0,123,25.0,120.0,1.0453,4.0,,,4.98,49.0,0.65,3.37,False
2021,Air Force,Mountain West,10.0,3.0,7.4,54.0,28.6488,130.0,0.0,123.0,0,123.0,102,12.0,129.0,0.7762,57.0,,,32.64,1.0,14.52,16.86,False
2022,Alabama,SEC,11.0,2.0,30.3,4.0,39.2122,1.0,0.5588,2.0,76,1.0,136,27.0,109.0,0.5517,76.0,563.3751460978303,62.0,10.3,18.0,3.35,6.19,False
2022,Georgia,SEC,15.0,0.0,35.3,1.0,39.0081,2.0,0.5154,3.0,67,3.0,130,29.0,101.0,0.6852,41.0,619.2156776437955,52.0,16.22,7.0,-1.78,17.01,False
2022,Ohio State,Big Ten,11.0,2.0,31.1,3.0,38.9653,3.0,0.562,1.0,68,2.0,121,26.0,112.0,0.7473,30.0,586.4421508922532,58.0,12.22,14.0,6.23,5.07,False
2022,Texas A&M,SEC,5.0,7.0,9.1,38.0,38.619699999999995,4.0,0.4538,6.0,59,4.0,130,27.0,109.0,0.5032,83.0,526.0034976003636,72.0,-8.22,99.0,-12.5,4.71,False
2022,Clemson,ACC,11.0,3.0,17.6,13.0,38.479,5.0,0.363,13.0,49,9.0,135,42.0,8.0,0.7857,22.0,640.5515344201309,47.0,0.92,68.0,-2.61,3.03,False
2022,Texas,SEC,8.0,5.0,23.1,7.0,38.090999999999994,6.0,0.4758,5.0,59,4.0,124,35.0,51.0,0.5645,74.0,667.476534544395,33.0,8.18,27.0,1.67,6.53,False
2022,LSU,SEC,10.0,4.0,16.2,14.0,37.8934,7.0,0.3509,14.0,40,15.0,114,24.0,119.0,0.4875,84.0,741.3694629918543,13.0,2.17,63.0,-1.68,4.84,False
2022,Oregon,Big Ten,10.0,3.0,18.9,11.0,37.77120000000001,8.0,0.4331,7.0,55,6.0,127,37.0,35.0,0.1644,125.0,631.522650713787,48.0,5.43,41.0,9.36,-3.87,False
2022,Oklahoma,SEC,6.0,7.0,15.4,19.0,37.6271,9.0,0.4286,8.0,51,8.0,119,43.0,4.0,0.2771,114.0,767.3731150335993,6.0,2.58,60.0,5.66,-3.65,False
2022,USC,Big Ten,11.0,3.0,18.9,11.0,37.558899999999994,10.0,0.3818,11.0,42,14.0,110,39.0,19.0,0.2918,110.0,829.7078534028641,1.0,6.39,36.0,11.65,-3.35,False
2022,Florida,SEC,6.0,7.0,10.4,34.0,37.5584,11.0,0.3934,10.0,48,11.0,122,32.0,71.0,0.2967,109.0,535.781203228173,70.0,-2.11,78.0,4.65,-6.54,False
2022,Notre Dame,FBS Independents,9.0,4.0,10.3,35.0,37.5333,12.0,0.4867,4.0,55,6.0,113,30.0,92.0,0.3882,94.0,,,-2.1,77.0,-4.38,1.59,False
2022,Miami,ACC,5.0,7.0,-2.7,76.0,37.4927,13.0,0.4083,9.0,49,9.0,120,42.0,8.0,0.6733,48.0,662.046104289492,34.0,-14.91,118.0,-10.37,-5.84,False
2022,Michigan,Big Ten,13.0,1.0,32.0,2.0,37.3241,14.0,0.3357,15.0,47,12.0,140,28.0,108.0,0.773,23.0,661.3283916697982,35.0,20.55,4.0,3.7,15.72,False
2022,North Carolina,ACC,9.0,5.0,7.8,46.0,37.2628,15.0,0.2881,17.0,34,17.0,118,33.0,65.0,0.4463,90.0,715.5365042180706,16.0,-3.37,85.0,7.57,-11.59,False
2022,Penn State,Big Ten,11.0,2.0,22.4,8.0,37.149,16.0,0.3689,12.0,45,13.0,122,29.0,101.0,0.7544,27.0,697.5734819985419,26.0,11.75,15.0,2.79,9.69,False
2022,Tennessee,SEC,11.0,2.0,25.2,5.0,36.6366,17.0,0.24,19.0,30,19.0,125,37.0,35.0,0.763,26.0,723.6776610202365,15.0,16.87,6.0,14.91,1.78,False
2022,Auburn,SEC,5.0,7.0,5.1,54.0,36.6353,18.0,0.3043,16.0,35,16.0,115,32.0,71.0,0.4515,88.0,514.8033079646455,73.0,-3.23,83.0,0.22,-3.51,False
2022,Florida State,ACC,10.0,3.0,13.2,23.0,36.6302,19.0,0.275,18.0,33,18.0,120,42.0,8.0,0.6965,39.0,648.807326945058,41.0,4.9,47.0,2.43,3.99,False
2022,Washington,Big Ten,11.0,2.0,15.7,18.0,36.587,20.0,0.2393,20.0,28,20.0,117,31.0,78.0,0.8121,16.0,798.227926054649,4.0,7.59,31.0,8.95,-1.04,False
2022,South Carolina,SEC,8.0,5.0,12.7,26.0,36.4738,21.0,0.2269,24.0,27,21.0,119,37.0,35.0,0.6562,51.0,678.8679151398555,29.0,5.1,44.0,4.07,-0.56,False
2022,Ole Miss,SEC,8.0,5.0,16.2,14.0,36.403000000000006,22.0,0.197,28.0,26,23.0,132,35.0,51.0,0.0352,130.0,711.9944340927495,19.0,8.92,23.0,7.06,1.05,False
2022,Nebraska,Big Ten,4.0,8.0,-1.2,71.0,36.392700000000005,23.0,0.1656,30.0,25,28.0,151,39.0,19.0,0.2604,116.0,644.3859632927154,43.0,-8.43,100.0,-6.21,-0.84,False
2022,Stanford,ACC,3.0,9.0,-7.2,93.0,36.3829,24.0,0.2385,21.0,26,23.0,109,30.0,92.0,0.8485,7.0,643.4398963938294,44.0,-14.38,116.0,-6.08,-9.42,False
2022,UCLA,Big Ten,9.0,4.0,15.0,21.0,36.3344,25.0,0.2301,23.0,26,23.0,113,38.0,27.0,0.6147,65.0,759.7925535026588,7.0,8.03,29.0,14.15,-5.25,False
2022,Georgia Tech,ACC,5.0,7.0,-11.8,102.0,36.3024,26.0,0.2222,25.0,26,23.0,117,39.0,19.0,0.6261,60.0,573.6443993844562,60.0,-18.62,124.0,-12.66,-4.6,False
2022,Wisconsin,Big Ten,7.0,6.0,8.3,42.0,36.233900000000006,27.0,0.1583,32.0,19,33.0,120,30.0,92.0,0.6795,43.0,624.1351100775007,51.0,1.79,65.0,-5.57,7.91,False
2022,Arkansas,SEC,7.0,6.0,12.0,29.0,36.1976,28.0,0.2203,26.0,26,23.0,118,38.0,27.0,0.6739,47.0,642.3709221020939,45.0,5.65,39.0,7.13,-1.23,False
2022,Kentucky,SEC,7.0,6.0,13.0,25.0,36.1242,29.0,0.2308,22.0,27,21.0,117,36.0,44.0,0.6422,56.0,565.6595344563829,61.0,6.99,34.0,-7.76,15.28,False
2022,Mississippi State,SEC,9.0,4.0,15.4,19.0,36.1238,30.0,0.2105,27.0,24,29.0,114,34.0,57.0,0.737,33.0,752.3914720572128,9.0,9.39,21.0,4.14,5.28,False
2022,Missouri,SEC,6.0,7.0,8.1,44.0,36.0162,31.0,0.1789,29.0,22,30.0,123,31.0,78.0,0.3399,101.0,613.5456261261195,53.0,2.58,60.0,-4.66,7.05,False
2022,UCF,Big 12,9.0,5.0,10.3,35.0,35.9481,32.0,0.1293,39.0,15,38.0,116,39.0,19.0,0.6231,61.0,626.4411234302256,50.0,5.08,45.0,0.63,5.15,False
2022,TCU,Big 12,13.0,2.0,24.3,6.0,35.9287,33.0,0.1481,33.0,20,31.0,135,41.0,13.0,0.852,6.0,776.6484378161919,5.0,19.17,5.0,12.88,5.28,False
2022,Utah,Big 12,10.0,4.0,19.2,10.0,35.7968,34.0,0.1368,36.0,16,34.0,117,32.0,71.0,0.848,9.0,809.0030848305811,3.0,14.67,9.0,7.25,8.39,False
2022,Indiana,Big Ten,4.0,8.0,-7.1,90.0,35.709,35.0,0.1304,38.0,15,38.0,115,30.0,92.0,0.2776,113.0,552.7333715945844,67.0,-11.23,110.0,0.09,-10.78,False
2022,NC State,ACC,8.0,5.0,6.8,49.0,35.7051,36.0,0.1653,31.0,20,31.0,121,43.0,4.0,0.6579,50.0,660.00005777023,37.0,2.69,58.0,-9.4,10.53,False
2022,Maryland,Big Ten,8.0,5.0,11.2,32.0,35.6964,37.0,0.1356,37.0,16,34.0,118,31.0,78.0,0.7081,37.0,690.8149412352057,28.0,7.12,32.0,4.03,1.64,False
2022,Michigan State,Big Ten,5.0,7.0,1.2,67.0,35.6846,38.0,0.1416,35.0,16,34.0,113,33.0,65.0,0.7168,34.0,815.2765361283662,2.0,-2.82,81.0,2.16,-3.84,False
2022,Iowa,Big Ten,8.0,5.0,12.7,26.0,35.6404,39.0,0.1181,41.0,15,38.0,127,25.0,116.0,0.9173,4.0,650.61625828762,40.0,8.88,24.0,-13.62,20.83,False
2022,Cincinnati,Big 12,9.0,4.0,13.1,24.0,35.5351,40.0,0.1207,40.0,14,41.0,116,34.0,57.0,0.3076,108.0,742.154455890394,12.0,9.76,20.0,-1.72,9.99,False
2022,West Virginia,Big 12,5.0,7.0,2.4,63.0,35.5069,41.0,0.0804,51.0,9,52.0,112,29.0,101.0,0.184,123.0,641.6097236164256,46.0,-0.82,73.0,7.06,-8.36,False
2022,Arizona State,Big 12,3.0,9.0,-4.1,82.0,35.506699999999995,42.0,0.1429,34.0,16,34.0,112,33.0,65.0,0.1388,127.0,606.307335968618,54.0,-7.32,94.0,1.26,-9.56,False
2022,Oklahoma State,Big 12,7.0,6.0,11.3,31.0,35.472500000000004,43.0,0.093,48.0,12,44.0,129,34.0,57.0,0.8693,5.0,645.3104105165247,42.0,8.24,26.0,8.45,-1.71,False
2022,Texas Tech,Big 12,8.0,5.0,8.5,41.0,35.449999999999996,44.0,0.0756,55.0,9,52.0,119,35.0,51.0,0.5663,72.0,698.0395789200295,24.0,5.54,40.0,9.41,-4.27,False
2022,Baylor,Big 12,6.0,7.0,11.7,30.0,35.444199999999995,45.0,0.1161,42.0,13,42.0,112,32.0,71.0,0.181,124.0,655.7657820061004,38.0,8.77,25.0,8.53,0.13,False
2022,Minnesota,Big Ten,9.0,4.0,16.0,16.0,35.4374,46.0,0.1101,44.0,12,44.0,109,31.0,78.0,0.7436,32.0,554.4973170861921,66.0,13.1,12.0,-5.55,17.64,False
2022,Northwestern,Big Ten,1.0,11.0,-13.4,110.0,35.3414,47.0,0.0926,49.0,10,49.0,108,32.0,71.0,0.5609,75.0,532.2520045311861,71.0,-15.87,120.0,-11.78,-2.21,False
2022,Pittsburgh,ACC,9.0,4.0,8.6,40.0,35.3352,48.0,0.069,62.0,8,61.0,116,36.0,44.0,0.289,111.0,692.5378492935281,27.0,6.16,38.0,4.03,1.7,False
2022,Virginia Tech,ACC,3.0,8.0,-9.5,98.0,35.318799999999996,49.0,0.104,46.0,13,42.0,125,30.0,92.0,0.2024,122.0,558.2111674959526,64.0,-11.86,111.0,-15.22,3.63,False
2022,Arizona,Big 12,5.0,7.0,-3.2,78.0,35.3078,50.0,0.1091,45.0,12,44.0,110,37.0,35.0,0.5912,68.0,702.0025218730976,22.0,-5.51,89.0,8.91,-14.65,False
2022,California,ACC,4.0,8.0,-3.0,77.0,35.2707,51.0,0.0877,50.0,10,49.0,114,24.0,119.0,0.2111,121.0,671.0171423902807,32.0,-5.15,88.0,-5.39,0.6,False
2022,SMU,ACC,7.0,6.0,4.7,56.0,35.2569,52.0,0.0758,54.0,10,49.0,132,38.0,27.0,0.6839,42.0,660.6257393209459,36.0,2.62,59.0,13.45,-11.58,False
2022,Iowa State,Big 12,4.0,8.0,5.3,53.0,35.235200000000006,53.0,0.0703,60.0,9,52.0,128,27.0,109.0,0.3087,107.0,536.5245420616725,69.0,3.31,55.0,-10.79,15.96,False
2022,Boston College,ACC,3.0,9.0,-14.9,113.0,35.2114,54.0,0.1111,43.0,12,44.0,108,22.0,125.0,0.6279,59.0,563.041762290564,63.0,-16.78,121.0,-8.02,-7.2,False
2022,Oregon State,Pac-12,10.0,3.0,14.3,22.0,35.1519,55.0,0.0744,57.0,9,52.0,121,39.0,19.0,0.6792,44.0,746.2203383548069,10.0,12.69,13.0,5.04,8.99,False
2022,Rutgers,Big Ten,4.0,8.0,-9.1,96.0,35.151700000000005,56.0,0.0692,61.0,9,52.0,130,36.0,44.0,0.6379,58.0,589.1080505662676,57.0,-10.71,109.0,-11.86,1.49,False
2022,Illinois,Big Ten,8.0,5.0,15.9,17.0,35.1044,57.0,0.094,47.0,11,48.0,117,37.0,35.0,0.4875,84.0,543.887570997512,68.0,14.51,11.0,-7.53,21.26,False
2022,Purdue,Big Ten,8.0,6.0,7.7,47.0,35.086299999999994,58.0,0.0776,52.0,9,52.0,116,31.0,78.0,0.6012,66.0,698.304869798477,23.0,6.39,36.0,3.53,4.39,False
2022,Virginia,ACC,3.0,7.0,-9.0,95.0,35.0389,59.0,0.065,64.0,8,61.0,123,34.0,57.0,0.7992,18.0,450.7612200921457,74.0,-10.1,106.0,-11.74,2.46,False
2022,Colorado,Big 12,1.0,11.0,-20.4,124.0,34.9833,60.0,0.0342,92.0,4,81.0,117,29.0,101.0,0.6959,40.0,425.38151240118947,75.0,-21.25,129.0,-3.79,-18.05,False
2022,Louisville,ACC,8.0,5.0,9.0,39.0,34.9771,61.0,0.0593,69.0,7,65.0,118,35.0,51.0,0.7437,31.0,712.3143670413806,18.0,8.18,27.0,-0.77,7.86,False
2022,Vanderbilt,SEC,5.0,7.0,-4.7,86.0,34.9765,62.0,0.0556,71.0,6,71.0,108,31.0,78.0,0.6469,54.0,604.5533052517899,55.0,-5.51,89.0,2.13,-6.44,False
2022,Syracuse,ACC,7.0,6.0,2.5,62.0,34.953199999999995,63.0,0.0463,77.0,5,77.0,108,30.0,92.0,0.802,17.0,599.196123538169,56.0,1.79,65.0,-0.3,2.3,False
2022,Houston,Big 12,8.0,5.0,4.5,57.0,34.947199999999995,64.0,0.0642,66.0,7,65.0,109,38.0,27.0,0.7721,24.0,724.8260545011009,14.0,3.82,53.0,14.81,-10.69,False
2022,Duke,ACC,9.0,4.0,5.0,55.0,34.9408,65.0,0.0357,88.0,4,81.0,112,38.0,27.0,0.3715,95.0,697.836718125361,25.0,4.35,48.0,1.73,2.32,False
2022,South Florida,American Athletic,1.0,11.0,-17.0,119.0,34.8732,66.0,0.0756,55.0,9,52.0,119,41.0,13.0,0.601,67.0,,,-17.35,122.0,6.62,-23.18,False
2022,Memphis,American Athletic,7.0,6.0,6.8,49.0,34.7358,67.0,0.0609,67.0,7,65.0,115,29.0,101.0,0.7531,28.0,,,7.08,33.0,9.9,-4.47,False
2022,Florida Atlantic,American Athletic,5.0,7.0,-7.1,90.0,34.6644,68.0,0.0598,68.0,7,65.0,117,33.0,65.0,0.8219,14.0,,,-6.5,92.0,-2.5,-2.96,False
2022,Wake Forest,ACC,8.0,5.0,8.2,43.0,34.5907,69.0,0.0413,79.0,5,77.0,121,37.0,35.0,0.792,20.0,744.8678006920862,11.0,9.13,22.0,16.6,-7.64,False
2022,Kansas,Big 12,6.0,7.0,2.9,61.0,34.587500000000006,70.0,0.0522,73.0,6,71.0,115,38.0,27.0,0.8422,11.0,757.3529761870994,8.0,3.85,52.0,13.91,-8.44,False
2022,Arkansas State,Sun Belt,3.0,9.0,-13.0,106.0,34.582300000000004,71.0,0.0317,95.0,4,81.0,126,30.0,92.0,0.3631,97.0,,,-12.03,112.0,-2.97,-10.93,False
2022,Kansas State,Big 12,10.0,4.0,21.4,9.0,34.5822,72.0,0.0242,104.0,3,96.0,124,29.0,101.0,0.5394,77.0,674.9430144793325,30.0,22.37,3.0,9.73,11.87,False
2022,San Diego State,Pac-12,7.0,6.0,-4.4,84.0,34.5638,73.0,0.0769,53.0,9,52.0,117,24.0,119.0,0.3267,102.0,712.5790233628237,17.0,-3.34,84.0,-11.52,6.5,False
2022,Marshall,Sun Belt,9.0,4.0,3.0,60.0,34.5432,74.0,0.0565,70.0,7,65.0,124,34.0,57.0,0.5062,81.0,,,4.15,49.0,-10.86,16.23,False
2022,Charlotte,American Athletic,3.0,9.0,-16.4,118.0,34.4445,75.0,0.0709,59.0,9,52.0,127,39.0,19.0,0.9218,3.0,,,-14.8,117.0,-2.29,-11.42,False
2022,Fresno State,Pac-12,10.0,4.0,3.3,59.0,34.4182,76.0,0.0648,65.0,7,65.0,108,40.0,16.0,0.7146,35.0,628.4035591296494,49.0,5.01,46.0,0.88,3.43,False
2022,Washington State,Pac-12,7.0,6.0,9.5,37.0,34.4033,77.0,0.0083,124.0,1,119.0,121,32.0,71.0,0.0911,128.0,653.5117740688318,39.0,11.28,16.0,-1.07,11.15,False
2022,BYU,Big 12,8.0,5.0,-1.4,72.0,34.391099999999994,78.0,0.048,76.0,6,71.0,125,48.0,1.0,0.6188,63.0,705.958045798094,21.0,0.44,69.0,8.16,-6.93,False
2022,Boise State,Pac-12,10.0,4.0,5.7,52.0,34.3748,79.0,0.0189,109.0,2,107.0,106,31.0,78.0,0.6452,55.0,710.3467737689173,20.0,7.61,30.0,-2.0,9.39,False
2022,North Texas,American Athletic,7.0,7.0,-1.5,73.0,34.371599999999994,80.0,0.0435,78.0,5,77.0,115,38.0,27.0,0.7645,25.0,,,0.43,70.0,5.21,-6.2,False
